Sequence_ID	Order	Percent_of_votes	Family	Percent_of_votes
NODE_29_length_31681_cov_4.792196	Caudovirales	100	Siphoviridae	69.23076923
NODE_29_length_42291_cov_14.926058	Caudovirales	100	Myoviridae	48.48484848
NODE_29_length_45798_cov_5.024419	Caudovirales	50	Unassigned	NA
NODE_29_length_46367_cov_11.001188	Caudovirales	50	Myoviridae	48.88888889
NODE_29_length_50686_cov_11.681381	Caudovirales	100	Siphoviridae	52.17391304
NODE_29_length_8696_cov_2.668210	Caudovirales	100	Siphoviridae	100
NODE_290_length_3280_cov_2.831938	Caudovirales	100	Siphoviridae	100
NODE_291_length_3751_cov_2.123377	Caudovirales	50	Siphoviridae	66.66666667
NODE_291_length_3751_cov_3.223755	Caudovirales	100	Unassigned	NA
NODE_291_length_4197_cov_1.281024	Caudovirales	100	Myoviridae	100
NODE_291_length_5140_cov_19.781514	Caudovirales	100	Myoviridae	50
NODE_292_length_5084_cov_88208.156095	no_order_Microviridae	100	Microviridae	100
NODE_292_length_6196_cov_3.268523	Caudovirales	100	Myoviridae	100
NODE_292_length_7134_cov_2.389603	Caudovirales	100	Siphoviridae	75
NODE_292_length_7200_cov_2.263261	Caudovirales	100	Myoviridae	50
NODE_293_length_6189_cov_8.058363	Caudovirales	100	Siphoviridae	75
NODE_293_length_7143_cov_2.715717	Caudovirales	100	Myoviridae	100
NODE_294_length_2970_cov_1.577702	Caudovirales	100	Siphoviridae	100
NODE_294_length_3693_cov_2.021715	Caudovirales	100	Siphoviridae	100
NODE_294_length_5111_cov_27.166337	Caudovirales	100	Myoviridae	50
NODE_295_length_2951_cov_1.747583	Caudovirales	100	Siphoviridae	100
NODE_295_length_3219_cov_1.523388	Caudovirales	100	Siphoviridae	100
NODE_295_length_3629_cov_2.403190	Caudovirales	100	Myoviridae	100
NODE_295_length_3685_cov_2.296143	Caudovirales	100	Siphoviridae	100
NODE_295_length_4139_cov_2.339618	Caudovirales	100	Siphoviridae	100
NODE_295_length_6164_cov_4.052873	Caudovirales	100	Siphoviridae	66.66666667
NODE_295_length_7118_cov_12.812261	Caudovirales	100	Unassigned	NA
NODE_295_length_7127_cov_4.171097	Caudovirales	100	Unassigned	NA
NODE_296_length_2615_cov_3.376953	Caudovirales	100	Siphoviridae	100
NODE_296_length_2929_cov_2.570285	Caudovirales	100	Myoviridae	50
NODE_296_length_4059_cov_2.153846	Caudovirales	100	Unassigned	NA
NODE_296_length_7120_cov_2.468224	Caudovirales	100	Siphoviridae	100
NODE_297_length_2603_cov_1.543564	Caudovirales	100	Myoviridae	100
NODE_297_length_2609_cov_1.661316	Caudovirales	100	Siphoviridae	100
NODE_297_length_2891_cov_1.633992	Caudovirales	100	Unassigned	NA
NODE_297_length_3210_cov_2.365769	Caudovirales	100	Unassigned	100
NODE_297_length_3232_cov_2.662575	Caudovirales	100	Siphoviridae	100
NODE_298_length_3187_cov_1.640485	Caudovirales	100	Siphoviridae	100
NODE_298_length_3652_cov_2.930220	Caudovirales	100	Siphoviridae	100
NODE_298_length_6148_cov_2.717709	Caudovirales	100	Siphoviridae	60
NODE_299_length_5034_cov_2.351075	Caudovirales	100	Myoviridae	50
NODE_299_length_6978_cov_2.902932	Caudovirales	100	Siphoviridae	100
NODE_3_length_116508_cov_7.831949	Caudovirales	50	Siphoviridae	46.875
NODE_3_length_123329_cov_12.346099	Caudovirales	49.31506849	Siphoviridae	45.94594595
NODE_3_length_160031_cov_246.186322	Caudovirales	48.93617021	Siphoviridae	52.08333333
NODE_3_length_42834_cov_5.250590	Caudovirales	100	Podoviridae	75
NODE_3_length_50595_cov_82.409794	Caudovirales	100	Myoviridae	48.57142857
NODE_3_length_55812_cov_15.483042	Caudovirales	100	Myoviridae	36.84210526
NODE_30_length_10094_cov_2.872796	Caudovirales	50	Podoviridae	40
NODE_30_length_14725_cov_3.520041	Caudovirales	100	Siphoviridae	100
NODE_30_length_15001_cov_2.396628	Caudovirales	100	Unassigned	NA
NODE_30_length_16074_cov_2.894438	Caudovirales	100	Siphoviridae	100
NODE_30_length_20653_cov_3.640985	Caudovirales	100	Podoviridae	50
NODE_30_length_20791_cov_5.116946	Caudovirales	100	Siphoviridae	66.66666667
NODE_30_length_22229_cov_3.736989	Caudovirales	100	Myoviridae	47.05882353
NODE_30_length_25734_cov_5.275400	Caudovirales	100	Siphoviridae	68.75
NODE_30_length_40033_cov_97.293611	Caudovirales	50	Myoviridae	42.85714286
NODE_30_length_41337_cov_7.787607	Caudovirales	100	Siphoviridae	85.71428571
NODE_30_length_46266_cov_83.710480	Caudovirales	50	Myoviridae	47.05882353
NODE_30_length_46563_cov_20.027845	Caudovirales	50	Myoviridae	45.45454545
NODE_30_length_49587_cov_4.531979	Caudovirales	100	Siphoviridae	61.11111111
NODE_30_length_8233_cov_75.998044	Caudovirales	50	Siphoviridae	50
NODE_300_length_3192_cov_1.965572	Caudovirales	100	Myoviridae	50
NODE_300_length_5030_cov_2.484422	Caudovirales	100	Myoviridae	50
NODE_300_length_6138_cov_2.741904	Caudovirales	100	Siphoviridae	100
NODE_301_length_5024_cov_1.929563	Caudovirales	100	Myoviridae	50
NODE_302_length_3119_cov_2.024478	Caudovirales	100	Unassigned	NA
NODE_303_length_3811_cov_3.063898	Caudovirales	100	Unassigned	NA
NODE_303_length_6815_cov_2.361538	Caudovirales	100	Unassigned	NA
NODE_304_length_3609_cov_2.505627	Caudovirales	100	Siphoviridae	100
NODE_304_length_4919_cov_11.383840	Caudovirales	100	Siphoviridae	100
NODE_305_length_4039_cov_2.949046	Caudovirales	100	Siphoviridae	100
NODE_305_length_6008_cov_2.845120	Caudovirales	100	Siphoviridae	66.66666667
NODE_306_length_2802_cov_1.607936	Caudovirales	100	Siphoviridae	100
NODE_306_length_6750_cov_2.196714	Caudovirales	100	Siphoviridae	75
NODE_307_length_3062_cov_4.708680	Caudovirales	100	Siphoviridae	100
NODE_307_length_3160_cov_7.426087	Caudovirales	100	Myoviridae	50
NODE_307_length_3779_cov_1.998120	Caudovirales	100	Siphoviridae	100
NODE_307_length_4895_cov_3.004959	Caudovirales	100	Unassigned	NA
NODE_307_length_4931_cov_3.412838	Caudovirales	100	Siphoviridae	100
NODE_307_length_6651_cov_2.288811	Caudovirales	100	Siphoviridae	60
NODE_308_length_2519_cov_2.027597	Caudovirales	100	Siphoviridae	100
NODE_308_length_5902_cov_2.959979	Caudovirales	100	Unassigned	NA
NODE_308_length_6635_cov_3.120973	Caudovirales	100	Unassigned	NA
NODE_309_length_3131_cov_1.744798	Caudovirales	100	Myoviridae	100
NODE_309_length_4880_cov_2.549430	Caudovirales	100	Myoviridae	100
NODE_309_length_6605_cov_445.087328	no_order_Microviridae	100	Microviridae	100
NODE_309_length_6895_cov_9.366959	Caudovirales	100	Myoviridae	50
NODE_31_length_10055_cov_2.626100	Caudovirales	100	Siphoviridae	83.33333333
NODE_31_length_13305_cov_3.290038	Caudovirales	100	Siphoviridae	100
NODE_31_length_19902_cov_4.101678	Caudovirales	100	Myoviridae	50
NODE_31_length_20256_cov_5.180338	Caudovirales	100	Siphoviridae	57.14285714
NODE_31_length_25359_cov_5.009406	Caudovirales	100	Siphoviridae	55.55555556
NODE_31_length_37539_cov_17.903879	Caudovirales	100	Siphoviridae	86.66666667
NODE_31_length_42291_cov_15.102069	Caudovirales	100	Myoviridae	48.57142857
NODE_31_length_43850_cov_11.756000	Caudovirales	50	Podoviridae	41.93548387
NODE_31_length_7669_cov_4.519175	Caudovirales	100	Myoviridae	40
NODE_310_length_3394_cov_1.769991	Caudovirales	100	Siphoviridae	100
NODE_310_length_4871_cov_3.578281	Caudovirales	100	Siphoviridae	100
NODE_310_length_6885_cov_2.450073	Caudovirales	100	Unassigned	NA
NODE_311_length_2956_cov_2.234747	Caudovirales	100	Siphoviridae	100
NODE_311_length_4794_cov_2.414855	Caudovirales	100	Myoviridae	50
NODE_312_length_2518_cov_2.215591	Caudovirales	100	Siphoviridae	100
NODE_312_length_3477_cov_1.908825	Caudovirales	100	Siphoviridae	75
NODE_312_length_3656_cov_1.838101	Caudovirales	100	Siphoviridae	100
NODE_312_length_4860_cov_422.574402	no_order_Microviridae	100	Microviridae	100
NODE_312_length_6567_cov_2.160319	Caudovirales	100	Myoviridae	100
NODE_313_length_2918_cov_2.531610	Caudovirales	100	Siphoviridae	100
NODE_313_length_6566_cov_2.056520	no_order_Poxviridae	100	Poxviridae	100
NODE_313_length_6880_cov_2.442198	Caudovirales	100	Siphoviridae	75
NODE_314_length_2916_cov_2.009437	Caudovirales	100	Siphoviridae	100
NODE_314_length_3050_cov_1.574290	Caudovirales	100	Unassigned	NA
NODE_314_length_3362_cov_4.272755	Caudovirales	100	Myoviridae	100
NODE_314_length_3442_cov_2.545616	Caudovirales	100	Unassigned	NA
NODE_314_length_3638_cov_2.272677	Caudovirales	100	Siphoviridae	100
NODE_314_length_4721_cov_2.091727	Caudovirales	100	Siphoviridae	100
NODE_314_length_5828_cov_3.761995	Caudovirales	100	Siphoviridae	66.66666667
NODE_314_length_6871_cov_5.539173	Caudovirales	100	Siphoviridae	100
NODE_315_length_2903_cov_2.041784	Caudovirales	100	Siphoviridae	100
NODE_315_length_3440_cov_3.548301	Caudovirales	100	Myoviridae	100
NODE_315_length_3606_cov_5.587722	Caudovirales	100	Siphoviridae	75
NODE_315_length_3910_cov_1.983917	Caudovirales	100	Unassigned	NA
NODE_315_length_4848_cov_3.247653	Caudovirales	100	Myoviridae	100
NODE_315_length_5814_cov_2.497309	Caudovirales	100	Myoviridae	50
NODE_315_length_6561_cov_3.903627	Caudovirales	100	Siphoviridae	75
NODE_316_length_3037_cov_2.436955	Caudovirales	100	Myoviridae	50
NODE_316_length_3908_cov_1.991176	Caudovirales	100	Myoviridae	50
NODE_317_length_2868_cov_2.500889	Caudovirales	100	Podoviridae	100
NODE_317_length_4691_cov_3.944349	Caudovirales	100	Siphoviridae	100
NODE_317_length_6808_cov_3.309492	no_order_Phycodnaviridae	66.66666667	Phycodnaviridae	50
NODE_318_length_3420_cov_1.726300	Caudovirales	100	Unassigned	NA
NODE_319_length_2626_cov_1.786464	Caudovirales	100	Unassigned	NA
NODE_319_length_6702_cov_2.081089	Caudovirales	100	Siphoviridae	85.71428571
NODE_32_length_13252_cov_7.288702	Caudovirales	50	Unassigned	NA
NODE_32_length_14363_cov_3.212608	Caudovirales	50	Unassigned	33.33333333
NODE_32_length_14662_cov_6.915931	Caudovirales	50	Siphoviridae	50
NODE_32_length_15596_cov_5.039830	Caudovirales	44.44444444	Myoviridae	33.33333333
NODE_32_length_19150_cov_3.536318	Caudovirales	50	Siphoviridae	90
NODE_32_length_19973_cov_4.251983	Caudovirales	100	Myoviridae	50
NODE_32_length_21041_cov_3.734633	Caudovirales	100	Siphoviridae	54.54545455
NODE_32_length_29822_cov_3.040481	Caudovirales	100	Myoviridae	50
NODE_32_length_37308_cov_5.588865	Caudovirales	47.05882353	Myoviridae	40
NODE_32_length_38863_cov_12.656463	Caudovirales	100	Myoviridae	42.85714286
NODE_32_length_40405_cov_6.450434	Caudovirales	50	Siphoviridae	61.53846154
NODE_32_length_43436_cov_7.077891	Caudovirales	50	Siphoviridae	66.66666667
NODE_32_length_43849_cov_21.327442	Caudovirales	50	Podoviridae	41.93548387
NODE_32_length_49903_cov_5.844708	Caudovirales	50	Siphoviridae	60
NODE_32_length_7646_cov_3.317613	Caudovirales	100	Siphoviridae	100
NODE_320_length_2618_cov_1.864222	Caudovirales	100	Myoviridae	100
NODE_320_length_3289_cov_1.830241	Caudovirales	100	Siphoviridae	66.66666667
NODE_320_length_4592_cov_2.564470	Caudovirales	100	Unassigned	NA
NODE_320_length_4828_cov_3.420071	Caudovirales	100	Unassigned	NA
NODE_321_length_2605_cov_2.256471	Caudovirales	100	Siphoviridae	100
NODE_321_length_2995_cov_2.427211	Caudovirales	100	Unassigned	NA
NODE_321_length_3289_cov_1.721088	Caudovirales	100	Siphoviridae	100
NODE_321_length_3526_cov_11.622011	Caudovirales	100	Myoviridae	100
NODE_321_length_3887_cov_2.515658	Caudovirales	100	Unassigned	NA
NODE_321_length_4536_cov_5.460165	Caudovirales	100	Siphoviridae	100
NODE_321_length_6424_cov_2.595070	Caudovirales	100	Siphoviridae	100
NODE_322_length_2968_cov_1.419499	Caudovirales	100	Siphoviridae	66.66666667
NODE_322_length_3332_cov_8.254196	no_order_Microviridae	100	Microviridae	100
NODE_322_length_5595_cov_3.513177	Caudovirales	100	Unassigned	NA
NODE_322_length_6657_cov_3.496213	Caudovirales	100	Siphoviridae	100
NODE_323_length_3278_cov_2.349054	Caudovirales	100	Unassigned	NA
NODE_324_length_2590_cov_1.681262	Caudovirales	100	Myoviridae	50
NODE_324_length_3249_cov_2.346900	Caudovirales	100	Siphoviridae	100
NODE_325_length_4404_cov_2.375489	Caudovirales	100	Myoviridae	50
NODE_325_length_5560_cov_6.305177	Caudovirales	100	Siphoviridae	60
NODE_326_length_2749_cov_1.719005	Caudovirales	50	Siphoviridae	80
NODE_326_length_6350_cov_2.499762	Caudovirales	100	Siphoviridae	75
NODE_327_length_2552_cov_2.022827	Caudovirales	100	Siphoviridae	100
NODE_327_length_4381_cov_2.146325	Caudovirales	100	Siphoviridae	66.66666667
NODE_327_length_6344_cov_3.420258	Caudovirales	100	Unassigned	NA
NODE_328_length_5524_cov_3.566100	Caudovirales	100	Myoviridae	50
NODE_329_length_2908_cov_3.172100	Caudovirales	100	Siphoviridae	50
NODE_329_length_3735_cov_2.574457	Caudovirales	100	Unassigned	100
NODE_329_length_5497_cov_2.964535	Caudovirales	100	Siphoviridae	50
NODE_329_length_6310_cov_3.519904	Caudovirales	100	Myoviridae	100
NODE_33_length_12935_cov_2.977096	Caudovirales	100	Siphoviridae	100
NODE_33_length_14132_cov_2.913263	Caudovirales	100	Siphoviridae	50
NODE_33_length_19464_cov_3.372508	Caudovirales	50	Siphoviridae	58.33333333
NODE_33_length_19570_cov_3.743274	Caudovirales	100	Siphoviridae	100
NODE_33_length_25181_cov_3.875826	Caudovirales	50	Siphoviridae	62.5
NODE_33_length_28890_cov_8.252089	Caudovirales	48	Siphoviridae	78.57142857
NODE_33_length_37337_cov_16.555415	Caudovirales	50	Siphoviridae	61.53846154
NODE_33_length_39957_cov_24.373239	Caudovirales	100	Siphoviridae	77.77777778
NODE_33_length_42979_cov_946.353532	Caudovirales	100	Unassigned	NA
NODE_33_length_47943_cov_5.172841	Caudovirales	42.85714286	Myoviridae	30
NODE_33_length_48678_cov_22.032392	Caudovirales	100	Siphoviridae	76.19047619
NODE_33_length_9080_cov_86.732188	Caudovirales	50	Unassigned	NA
NODE_331_length_2896_cov_1.972193	Caudovirales	100	Myoviridae	100
NODE_331_length_4341_cov_2.877508	Caudovirales	100	Siphoviridae	66.66666667
NODE_331_length_6275_cov_2.183762	Caudovirales	100	Unassigned	NA
NODE_331_length_6360_cov_2.901983	Caudovirales	100	Siphoviridae	66.66666667
NODE_332_length_2670_cov_2.074187	Caudovirales	100	Myoviridae	50
NODE_332_length_2878_cov_6.445271	Caudovirales	100	Siphoviridae	100
NODE_332_length_3179_cov_2.674776	Caudovirales	100	Myoviridae	100
NODE_332_length_3230_cov_1.761575	Caudovirales	100	Siphoviridae	100
NODE_332_length_5460_cov_3.695097	Caudovirales	50	Siphoviridae	66.66666667
NODE_332_length_6272_cov_1.867138	Caudovirales	100	Unassigned	NA
NODE_333_length_3173_cov_2.209750	Caudovirales	100	Myoviridae	50
NODE_333_length_3287_cov_2.824567	Caudovirales	100	Unassigned	NA
NODE_333_length_4315_cov_1.930282	Caudovirales	100	Unassigned	NA
NODE_333_length_5456_cov_2.135530	Caudovirales	100	Siphoviridae	100
NODE_333_length_6245_cov_2.426494	Caudovirales	100	Siphoviridae	100
NODE_334_length_3203_cov_1.614041	Caudovirales	100	Siphoviridae	100
NODE_334_length_4298_cov_2.118548	Caudovirales	100	Siphoviridae	100
NODE_335_length_2877_cov_1.825301	Caudovirales	100	Unassigned	100
NODE_335_length_3169_cov_4.681118	Caudovirales	100	Unassigned	NA
NODE_335_length_5427_cov_7.363924	Caudovirales	100	Siphoviridae	66.66666667
NODE_335_length_6321_cov_2.806096	Caudovirales	100	Siphoviridae	100
NODE_336_length_5420_cov_4.662442	Caudovirales	100	Myoviridae	50
NODE_336_length_6305_cov_54.131840	Caudovirales	100	Unassigned	NA
NODE_337_length_3174_cov_16.830394	Caudovirales	100	Siphoviridae	100
NODE_337_length_5407_cov_169.755419	no_order_Microviridae	100	Microviridae	100
NODE_338_length_6195_cov_2.435831	Caudovirales	100	Siphoviridae	100
NODE_34_length_18501_cov_3.293343	Caudovirales	100	Siphoviridae	100
NODE_34_length_19124_cov_3.377366	Caudovirales	50	Siphoviridae	60
NODE_34_length_25058_cov_5.670440	Caudovirales	100	Siphoviridae	66.66666667
NODE_34_length_29970_cov_6.653919	Caudovirales	100	Siphoviridae	71.42857143
NODE_34_length_37084_cov_5.937697	Caudovirales	100	Siphoviridae	100
NODE_34_length_37325_cov_110.555514	Caudovirales	100	Siphoviridae	70.58823529
NODE_34_length_38904_cov_21.835774	Caudovirales	100	Siphoviridae	73.68421053
NODE_34_length_42243_cov_6.125960	Caudovirales	100	Myoviridae	48.48484848
NODE_34_length_48295_cov_29.851223	Caudovirales	50	Myoviridae	48.88888889
NODE_34_length_49123_cov_12.946462	Caudovirales	100	Siphoviridae	66.66666667
NODE_34_length_7553_cov_3.507735	Caudovirales	100	Siphoviridae	75
NODE_340_length_2573_cov_2.072677	Caudovirales	100	Myoviridae	40
NODE_340_length_2851_cov_2.511445	Caudovirales	100	Myoviridae	100
NODE_340_length_3529_cov_1.966033	Caudovirales	100	Myoviridae	100
NODE_340_length_4615_cov_1.955921	Caudovirales	100	Siphoviridae	100
NODE_340_length_5383_cov_4.278716	Caudovirales	100	Siphoviridae	75
NODE_340_length_6147_cov_2.112935	Caudovirales	100	Siphoviridae	75
NODE_341_length_2569_cov_2.097852	Caudovirales	100	Myoviridae	100
NODE_341_length_3113_cov_2.038260	Caudovirales	100	Myoviridae	100
NODE_341_length_3136_cov_2.037975	Caudovirales	100	Siphoviridae	100
NODE_341_length_4246_cov_2.583870	Caudovirales	100	Siphoviridae	100
NODE_341_length_6132_cov_3.887280	Caudovirales	100	Unassigned	NA
NODE_342_length_3130_cov_1.799350	Caudovirales	100	Siphoviridae	100
NODE_342_length_3492_cov_1.517894	Caudovirales	100	Unassigned	NA
NODE_343_length_3079_cov_3.445767	Caudovirales	100	Siphoviridae	100
NODE_343_length_3203_cov_1.733164	Caudovirales	100	Myoviridae	100
NODE_343_length_4214_cov_1.617697	Caudovirales	50	Siphoviridae	66.66666667
NODE_343_length_6125_cov_2.246458	Caudovirales	100	Unassigned	NA
NODE_344_length_3199_cov_1.823473	Caudovirales	100	Myoviridae	100
NODE_344_length_6095_cov_2.792881	Caudovirales	50	Siphoviridae	40
NODE_345_length_4183_cov_2.045543	Caudovirales	100	Unassigned	NA
NODE_345_length_5277_cov_154.251628	no_order_Microviridae	100	Microviridae	100
NODE_345_length_6081_cov_19.572187	Caudovirales	100	Siphoviridae	66.66666667
NODE_346_length_3052_cov_2.134134	Caudovirales	100	Siphoviridae	100
NODE_346_length_3467_cov_1.992966	Caudovirales	100	Siphoviridae	100
NODE_346_length_4167_cov_3.925097	Caudovirales	100	Siphoviridae	100
NODE_346_length_4543_cov_2.559938	Caudovirales	100	Siphoviridae	100
NODE_347_length_4538_cov_2.731876	Caudovirales	100	Podoviridae	100
NODE_348_length_3042_cov_1.581855	Caudovirales	100	Siphoviridae	100
NODE_348_length_3138_cov_1.966915	Caudovirales	100	Unassigned	NA
NODE_348_length_5940_cov_4.488190	Caudovirales	100	Unassigned	100
NODE_349_length_2771_cov_4.314065	Caudovirales	100	Unassigned	NA
NODE_349_length_4536_cov_2.135238	Caudovirales	100	Myoviridae	50
NODE_349_length_5251_cov_2.516551	Caudovirales	100	Siphoviridae	100
NODE_349_length_5921_cov_2.901125	Caudovirales	100	Myoviridae	50
NODE_349_length_6059_cov_4.339773	Caudovirales	100	Unassigned	NA
NODE_35_length_13873_cov_2.368505	Caudovirales	100	Siphoviridae	100
NODE_35_length_16708_cov_7.810064	Caudovirales	100	Podoviridae	100
NODE_35_length_24607_cov_3.772564	Caudovirales	100	Siphoviridae	71.42857143
NODE_35_length_27457_cov_4.502810	Caudovirales	100	Siphoviridae	81.25
NODE_35_length_29279_cov_5.928107	Caudovirales	100	Siphoviridae	64.28571429
NODE_35_length_36642_cov_6.903080	Caudovirales	100	Siphoviridae	81.81818182
NODE_35_length_37208_cov_12.102414	Caudovirales	47.61904762	Siphoviridae	50
NODE_35_length_37525_cov_6.000907	Caudovirales	50	Siphoviridae	40
NODE_35_length_40899_cov_23.333831	Caudovirales	100	Siphoviridae	83.33333333
NODE_35_length_43849_cov_26.763073	Caudovirales	50	Podoviridae	41.93548387
NODE_35_length_46803_cov_6.051467	Caudovirales	50	Siphoviridae	44.44444444
NODE_35_length_48678_cov_17.660634	Caudovirales	100	Siphoviridae	76.19047619
NODE_35_length_7426_cov_2.204314	Caudovirales	100	Myoviridae	100
NODE_35_length_8694_cov_3.173168	Caudovirales	100	Siphoviridae	60
NODE_350_length_2760_cov_5.086137	Caudovirales	100	Myoviridae	100
NODE_350_length_3031_cov_1.763441	Caudovirales	100	Unassigned	NA
NODE_350_length_3373_cov_2.220916	Caudovirales	100	Unassigned	NA
NODE_350_length_6057_cov_2.797901	Caudovirales	100	Siphoviridae	66.66666667
NODE_351_length_4100_cov_2.357726	Caudovirales	100	Siphoviridae	66.66666667
NODE_351_length_5237_cov_2.796218	Caudovirales	100	Siphoviridae	66.66666667
NODE_351_length_5870_cov_2.881685	Caudovirales	100	Siphoviridae	100
NODE_352_length_3047_cov_1.611965	Caudovirales	100	Unassigned	NA
NODE_352_length_6035_cov_2.792809	Caudovirales	100	Myoviridae	100
NODE_353_length_2752_cov_6.974416	Caudovirales	50	Siphoviridae	66.66666667
NODE_353_length_3081_cov_2.049570	Caudovirales	100	Unassigned	NA
NODE_353_length_6029_cov_2.621527	Caudovirales	100	Siphoviridae	100
NODE_354_length_2734_cov_2.072788	Caudovirales	100	Siphoviridae	66.66666667
NODE_354_length_3040_cov_1.607705	Caudovirales	100	Siphoviridae	100
NODE_354_length_5185_cov_3.281676	Caudovirales	100	Myoviridae	50
NODE_355_length_5179_cov_8.944965	Caudovirales	100	Podoviridae	50
NODE_356_length_2723_cov_2.243628	Caudovirales	100	Siphoviridae	66.66666667
NODE_356_length_2963_cov_2.743122	Caudovirales	100	Siphoviridae	100
NODE_356_length_5164_cov_3.010765	Caudovirales	100	Myoviridae	50
NODE_357_length_2720_cov_4.180113	Caudovirales	100	Siphoviridae	75
NODE_357_length_2957_cov_1.993108	Caudovirales	100	Myoviridae	100
NODE_357_length_3946_cov_2.289386	Caudovirales	100	Siphoviridae	75
NODE_358_length_2955_cov_2.608621	Caudovirales	100	Siphoviridae	100
NODE_358_length_2992_cov_2.418454	Caudovirales	100	Unassigned	NA
NODE_359_length_5145_cov_3.485855	Caudovirales	100	Siphoviridae	100
NODE_36_length_12259_cov_3.270075	Caudovirales	100	Myoviridae	50
NODE_36_length_13267_cov_3.132077	Caudovirales	100	Siphoviridae	75
NODE_36_length_13651_cov_3.020521	Caudovirales	100	Myoviridae	50
NODE_36_length_14106_cov_2.328019	Caudovirales	100	Siphoviridae	85.71428571
NODE_36_length_16554_cov_4.098491	Caudovirales	100	Siphoviridae	60
NODE_36_length_24544_cov_5.770795	Caudovirales	100	Siphoviridae	50
NODE_36_length_28663_cov_6.412088	Caudovirales	100	Siphoviridae	100
NODE_36_length_36495_cov_5.297722	Caudovirales	100	Siphoviridae	75
NODE_36_length_37779_cov_4.850944	Caudovirales	50	Myoviridae	44.44444444
NODE_36_length_41778_cov_11.711238	Caudovirales	100	Siphoviridae	50
NODE_36_length_43601_cov_19.364810	Caudovirales	50	Siphoviridae	58.82352941
NODE_36_length_46752_cov_29.126753	Caudovirales	50	Myoviridae	48.8372093
NODE_36_length_48286_cov_161.551720	Caudovirales	100	Siphoviridae	68.18181818
NODE_36_length_7325_cov_2.605227	Caudovirales	100	Podoviridae	100
NODE_360_length_2707_cov_2.001885	Caudovirales	100	Siphoviridae	100
NODE_360_length_2929_cov_2.049061	Caudovirales	100	Siphoviridae	100
NODE_360_length_2964_cov_2.337917	Caudovirales	100	Myoviridae	100
NODE_360_length_2988_cov_1.790317	Caudovirales	100	Siphoviridae	66.66666667
NODE_360_length_3892_cov_2.304926	Caudovirales	100	Unassigned	NA
NODE_360_length_4386_cov_1.806049	Caudovirales	100	Siphoviridae	100
NODE_361_length_2929_cov_1.708072	Caudovirales	100	Siphoviridae	100
NODE_361_length_5101_cov_2.803210	Caudovirales	100	Myoviridae	50
NODE_361_length_5910_cov_2.366695	Caudovirales	100	Siphoviridae	100
NODE_362_length_5668_cov_2.825049	Caudovirales	100	Myoviridae	50
NODE_362_length_5901_cov_1.739309	Caudovirales	100	Podoviridae	100
NODE_363_length_2661_cov_1.873753	Caudovirales	100	Siphoviridae	66.66666667
NODE_363_length_3865_cov_5.766404	Caudovirales	100	Unassigned	NA
NODE_364_length_2943_cov_1.679709	Caudovirales	100	Siphoviridae	100
NODE_364_length_3846_cov_1.917700	Caudovirales	100	Siphoviridae	100
NODE_364_length_5077_cov_2.607726	Caudovirales	100	Siphoviridae	100
NODE_364_length_5608_cov_2.813794	Caudovirales	100	Siphoviridae	100
NODE_365_length_5864_cov_2.263212	Caudovirales	100	Unassigned	NA
NODE_366_length_2903_cov_1.858146	Caudovirales	100	Unassigned	NA
NODE_366_length_3788_cov_1.921779	Caudovirales	100	Myoviridae	50
NODE_366_length_5057_cov_17.142943	Caudovirales	100	Siphoviridae	100
NODE_367_length_2638_cov_2.173829	Caudovirales	100	Siphoviridae	66.66666667
NODE_367_length_2872_cov_2.522897	Caudovirales	100	Siphoviridae	100
NODE_367_length_2912_cov_2.495625	Caudovirales	100	Siphoviridae	66.66666667
NODE_367_length_3269_cov_2.830741	Caudovirales	100	Siphoviridae	100
NODE_367_length_4333_cov_2.300140	Caudovirales	100	Podoviridae	100
NODE_368_length_2909_cov_1.996496	Caudovirales	100	Unassigned	100
NODE_368_length_3766_cov_2.310159	Caudovirales	100	Siphoviridae	100
NODE_368_length_5047_cov_4.115385	Caudovirales	100	Siphoviridae	66.66666667
NODE_368_length_5831_cov_2.007791	Caudovirales	100	Siphoviridae	100
NODE_369_length_2634_cov_2.540520	Caudovirales	50	Myoviridae	66.66666667
NODE_369_length_3250_cov_2.559937	Caudovirales	100	Siphoviridae	100
NODE_369_length_3761_cov_1.844037	Caudovirales	100	Myoviridae	50
NODE_369_length_4992_cov_3.562082	Caudovirales	100	Unassigned	40
NODE_37_length_12672_cov_2.956963	Caudovirales	100	Siphoviridae	71.42857143
NODE_37_length_13177_cov_3.003734	Caudovirales	50	Unassigned	NA
NODE_37_length_13796_cov_4.325086	Caudovirales	100	Myoviridae	50
NODE_37_length_14081_cov_3.530657	Caudovirales	100	Unassigned	100
NODE_37_length_15513_cov_4.177190	Caudovirales	50	Siphoviridae	75
NODE_37_length_23975_cov_6.355811	Caudovirales	100	Unassigned	42.85714286
NODE_37_length_29802_cov_5.098867	Caudovirales	100	Podoviridae	41.66666667
NODE_37_length_35177_cov_4.040744	Caudovirales	100	Unassigned	NA
NODE_37_length_36398_cov_10.309853	Caudovirales	100	Siphoviridae	77.77777778
NODE_37_length_37729_cov_6.620083	Caudovirales	100	Siphoviridae	76.19047619
NODE_37_length_40325_cov_4.663248	Caudovirales	50	Siphoviridae	37.5
NODE_37_length_7280_cov_2.193772	Caudovirales	100	Siphoviridae	100
